"","Date","Price","Open","High","Low","Vol.","Change","iso_code","continent","location","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","Year_category"
"778",2022-02-05,7406.2,7387.1,7431.3,7387.1,"679.65M",0.26,"AUS","Oceania","Australia",2727260,22985,NA,4200,46,68.857,105756.051,891.299,NA,162.865,1.784,2.67,0.71,284,11.013,4147,160.81,NA,NA,NA,NA,61597812,106001,2388.603,4.11,108245,4.197,NA,NA,"tests performed",51027861,21803823,20282518,8941520,127789,215889,197.87,84.55,78.65,34.67,8372,24950,0.097,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"779",2022-02-04,7387.1,7377.9,7399.4,7356.2,"633.60M",0.12,"AUS","Oceania","Australia",2704275,27336,NA,4154,81,74.571,104864.753,1060.019,NA,161.081,3.141,2.892,0.7,302,11.711,4256,165.037,NA,NA,NA,NA,61491811,100240,2384.493,3.887,112733,4.371,NA,NA,"tests performed",50900072,21787774,20273781,8838517,246785,222311,197.38,84.49,78.62,34.27,8621,27256,0.106,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"780",2022-02-03,7377.9,7341.1,7386.9,7329.8,"575.42M",0.5,"AUS","Oceania","Australia",2676939,32179,NA,4073,86,85.143,103804.734,1247.818,NA,157.94,3.335,3.302,0.7,313,12.137,4448,172.482,NA,NA,NA,NA,61391571,110188,2380.605,4.273,113093,4.385,NA,NA,"tests performed",50653287,21763718,20258283,8631286,252746,230830,196.42,84.39,78.56,33.47,8951,31465,0.122,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"781",2022-02-02,7341.1,7278.5,7377.3,7278.5,"634.67M",0.86,"AUS","Oceania","Australia",2644760,24228,NA,3987,82,85.286,102556.916,939.499,NA,154.605,3.18,3.307,0.7,341,13.223,4594,178.143,NA,NA,NA,NA,61281383,130347,2376.333,5.055,117417,4.553,NA,NA,"tests performed",50400541,21738444,20243421,8418676,268201,238061,195.44,84.3,78.5,32.65,9231,35429,0.137,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"782",2022-02-01,7278.5,7294.4,7350.4,7278.5,"561.98M",-0.22,"AUS","Oceania","Australia",2620532,40146,NA,3905,70,86.571,101617.417,1556.757,NA,151.426,2.714,3.357,0.73,348,13.495,4664,180.858,NA,NA,NA,NA,61151036,92547,2371.278,3.589,121878,4.726,NA,NA,"tests performed",50132340,21712260,20228401,8191679,266050,211486,194.4,84.19,78.44,31.77,8201,34206,0.133,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"783",2022-01-08,7294.4,7250.8,7294.4,7245.9,"1.54B",0.6,"AUS","Oceania","Australia",972457,111907,72786,2366,29,15.571,37709.354,4339.462,2822.452,91.747,1.125,0.604,1.89,300,11.633,3323,128.857,NA,NA,NA,NA,56866257,280970,2205.126,10.895,232400,9.012,0.3132,3.2,"tests performed",43987111,20524868,19896355,3565888,163443,200939,170.57,79.59,77.15,13.83,7792,11503,0.045,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"784",2022-01-07,7250.8,7175.2,7296.8,7175.2,"831.38M",1.05,"AUS","Oceania","Australia",860550,98092,62150.571,2337,16,12,33369.891,3803.753,2410.038,90.623,0.62,0.465,1.98,293,11.362,3107,120.481,NA,NA,NA,NA,56585287,258550,2194.23,10.026,232332,9.009,0.2675,3.7,"tests performed",43823668,20516623,19882365,3424680,265220,177590,169.94,79.56,77.1,13.28,6886,10325,0.04,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"785",2022-01-06,7175.2,7097.4,7180.2,7097.4,"701.73M",1.1,"AUS","Oceania","Australia",762458,78229,52475,2321,19,11.714,29566.139,3033.517,2034.844,90.002,0.737,0.454,2.04,275,10.664,2904,112.61,NA,NA,NA,NA,56326737,248366,2184.204,9.631,231888,8.992,0.2263,4.4,"tests performed",43558448,20503096,19857649,3197703,272293,139701,168.91,79.51,77,12.4,5417,8393,0.033,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"786",2022-01-05,7097.4,7149.4,7149.4,7080.7,"788.37M",-0.73,"AUS","Oceania","Australia",684229,75426,46129.571,2302,12,11.143,26532.621,2924.824,1788.785,89.266,0.465,0.432,2.11,258,10.005,2707,104.97,NA,NA,NA,NA,56078371,219727,2174.573,8.52,234554,9.095,0.1967,5.1,"tests performed",43286155,20488662,19832376,2965117,261562,123642,167.85,79.45,76.9,11.5,4795,8331,0.032,40.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"787",2022-01-04,7149.4,7063.6,7149.4,7063.6,"599.30M",1.21,"AUS","Oceania","Australia",608803,71495,38407.143,2290,20,11.429,23607.797,2772.39,1489.329,88.8,0.776,0.443,2.17,248,9.617,2524,97.874,NA,NA,NA,NA,55858644,212046,2166.053,8.223,246292,9.551,0.1559,6.4,"tests performed",43024593,20475452,19806589,2742552,211902,107501,166.84,79.4,76.8,10.63,4169,8234,0.032,40.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"788",2022-01-01,7063.6,7130.8,7151.4,7051.2,"816.85M",-0.94,"AUS","Oceania","Australia",462955,37459,23194.429,2257,4,9.571,17952.191,1452.563,899.42,87.521,0.155,0.371,2.2,194,7.523,1828,70.885,NA,NA,NA,NA,55239454,280490,2142.042,10.877,255031,9.889,0.0909,11,"tests performed",42580539,20444346,19755837,2380356,0,74348,165.12,79.28,76.61,9.23,2883,6752,0.026,40.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"789",2022-03-10,7130.8,7053,7161,7039.7,"976.57M",1.1,"AUS","Oceania","Australia",3527894,31689,29421.571,5550,30,28,136802.556,1228.817,1140.892,215.215,1.163,1.086,1.2,101,3.917,1689,65.495,NA,NA,NA,NA,64359555,94108,2495.696,3.649,81871,3.175,0.3594,2.8,"tests performed",54842227,22117596,20626131,12098500,92674,73482,212.66,85.77,79.98,46.91,2849,5635,0.022,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"790",2022-03-09,7053,6980.3,7072,6968.9,"1.04B",1.04,"AUS","Oceania","Australia",3496205,36335,28488.714,5520,25,29.143,135573.739,1408.977,1104.718,214.051,0.969,1.13,1.19,108,4.188,1688,65.456,NA,NA,NA,NA,64265447,99999,2492.047,3.878,81989,3.179,0.3475,2.9,"tests performed",54749553,22111780,20596172,12041601,90219,72523,212.3,85.74,79.87,46.69,2812,5870,0.023,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"791",2022-03-08,6980.3,7038.6,7053.5,6980.3,"973.85M",-0.83,"AUS","Oceania","Australia",3459870,30691,29014,5495,31,32.286,134164.762,1190.117,1125.087,213.082,1.202,1.252,1.2,112,4.343,1737,67.356,NA,NA,NA,NA,64165448,71498,2488.169,2.773,81726,3.169,0.355,2.8,"tests performed",54659334,22105692,20568346,11985296,89302,71975,211.95,85.72,79.76,46.48,2791,6018,0.023,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"792",2022-03-07,7038.6,7110.8,7133.7,7010.5,"1.02B",-1.02,"AUS","Oceania","Australia",3429179,44962,27737.429,5464,39,36.286,132974.645,1743.509,1075.585,211.88,1.512,1.407,1.21,112,4.343,1788,69.334,NA,NA,NA,NA,64093950,65021,2485.397,2.521,81481,3.16,0.3404,2.9,"tests performed",54570032,22098997,20543714,11927321,77637,72075,211.61,85.69,79.66,46.25,2795,6157,0.024,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"793",2022-03-04,7110.8,7151.4,7151.4,7025.2,"972.29M",-0.57,"AUS","Oceania","Australia",3344659,22716,24869.286,5402,48,38.714,129697.179,880.867,964.366,209.476,1.861,1.501,1.11,112,4.343,1752,67.938,NA,NA,NA,NA,63878542,92085,2477.044,3.571,80402,3.118,0.3093,3.2,"tests performed",54418534,22085942,20513850,11818742,90681,78905,211.02,85.64,79.55,45.83,3060,7005,0.027,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"794",2022-03-03,7151.4,7116.7,7198.1,7116.7,"856.24M",0.49,"AUS","Oceania","Australia",3321943,25159,24453.143,5354,38,37,128816.312,975.601,948.229,207.614,1.474,1.435,1.11,110,4.266,1752,67.938,NA,NA,NA,NA,63786457,94936,2473.473,3.681,81611,3.165,0.2996,3.3,"tests performed",54327853,22078148,20505135,11744570,85961,83324,210.67,85.61,79.51,45.54,3231,7408,0.029,54.17,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"795",2022-03-02,7116.7,7096.5,7121.5,7041.9,"941.03M",0.28,"AUS","Oceania","Australia",3296784,40012,24669,5316,47,36.286,127840.711,1551.561,956.6,206.141,1.823,1.407,1.11,118,4.576,1837,71.234,NA,NA,NA,NA,63691521,98154,2469.792,3.806,80839,3.135,0.3052,3.3,"tests performed",54241892,22070693,20497591,11673608,86384,88635,210.34,85.58,79.48,45.27,3437,7887,0.031,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"796",2022-03-01,7096.5,7049.1,7159.9,7049.1,"812.87M",0.67,"AUS","Oceania","Australia",3256772,21755,22503.286,5269,59,34.857,126289.15,843.602,872.619,204.318,2.288,1.352,1.09,121,4.692,1904,73.832,NA,NA,NA,NA,63593367,69785,2465.985,2.706,81203,3.149,0.2771,3.6,"tests performed",54155508,22063566,20490408,11601534,90001,94007,210,85.56,79.46,44.99,3645,8487,0.033,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"797",2022-02-08,7049.1,6997.8,7049.6,6979.4,"1.01B",0.73,"AUS","Oceania","Australia",2811390,31510,27265.429,4373,71,66.857,109018.394,1221.876,1057.282,169.574,2.753,2.593,0.73,274,10.625,3588,139.133,NA,NA,NA,NA,61854639,86132,2398.562,3.34,100515,3.898,0.2713,3.7,"tests performed",51533463,21849002,20313139,9371322,219558,200160,199.83,84.72,78.77,36.34,7762,19535,0.076,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"798",2022-02-05,6997.8,6990.6,7045.6,6974.9,"888.81M",0.1,"AUS","Oceania","Australia",2727260,22985,NA,4200,46,68.857,105756.051,891.299,NA,162.865,1.784,2.67,0.71,284,11.013,4147,160.81,NA,NA,NA,NA,61597812,106001,2388.603,4.11,108245,4.197,NA,NA,"tests performed",51027861,21803823,20282518,8941520,127789,215889,197.87,84.55,78.65,34.67,8372,24950,0.097,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"799",2022-02-04,6990.6,7205.7,7205.7,6959.3,"1.11B",-2.99,"AUS","Oceania","Australia",2704275,27336,NA,4154,81,74.571,104864.753,1060.019,NA,161.081,3.141,2.892,0.7,302,11.711,4256,165.037,NA,NA,NA,NA,61491811,100240,2384.493,3.887,112733,4.371,NA,NA,"tests performed",50900072,21787774,20273781,8838517,246785,222311,197.38,84.49,78.62,34.27,8621,27256,0.106,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"800",2022-02-03,7205.7,7161.3,7205.7,7145.4,"788.38M",0.62,"AUS","Oceania","Australia",2676939,32179,NA,4073,86,85.143,103804.734,1247.818,NA,157.94,3.335,3.302,0.7,313,12.137,4448,172.482,NA,NA,NA,NA,61391571,110188,2380.605,4.273,113093,4.385,NA,NA,"tests performed",50653287,21763718,20258283,8631286,252746,230830,196.42,84.39,78.56,33.47,8951,31465,0.122,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"801",2022-02-02,7161.3,7233.6,7233.6,7108.8,"863.79M",-1,"AUS","Oceania","Australia",2644760,24228,NA,3987,82,85.286,102556.916,939.499,NA,154.605,3.18,3.307,0.7,341,13.223,4594,178.143,NA,NA,NA,NA,61281383,130347,2376.333,5.055,117417,4.553,NA,NA,"tests performed",50400541,21738444,20243421,8418676,268201,238061,195.44,84.3,78.5,32.65,9231,35429,0.137,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"802",2022-02-01,7233.6,7220.4,7248.8,7156.3,"712.02M",0.16,"AUS","Oceania","Australia",2620532,40146,NA,3905,70,86.571,101617.417,1556.757,NA,151.426,2.714,3.357,0.73,348,13.495,4664,180.858,NA,NA,NA,NA,61151036,92547,2371.278,3.589,121878,4.726,NA,NA,"tests performed",50132340,21712260,20228401,8191679,266050,211486,194.4,84.19,78.44,31.77,8201,34206,0.133,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"803",2022-01-08,7221.7,7296.2,7296.2,7201.9,"764.00M",-1.02,"AUS","Oceania","Australia",972457,111907,72786,2366,29,15.571,37709.354,4339.462,2822.452,91.747,1.125,0.604,1.89,300,11.633,3323,128.857,NA,NA,NA,NA,56866257,280970,2205.126,10.895,232400,9.012,0.3132,3.2,"tests performed",43987111,20524868,19896355,3565888,163443,200939,170.57,79.59,77.15,13.83,7792,11503,0.045,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"804",2022-01-07,7296.2,7284.9,7356.8,7282.3,"846.62M",0.16,"AUS","Oceania","Australia",860550,98092,62150.571,2337,16,12,33369.891,3803.753,2410.038,90.623,0.62,0.465,1.98,293,11.362,3107,120.481,NA,NA,NA,NA,56585287,258550,2194.23,10.026,232332,9.009,0.2675,3.7,"tests performed",43823668,20516623,19882365,3424680,265220,177590,169.94,79.56,77.1,13.28,6886,10325,0.04,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"805",2022-01-06,7284.9,7206.9,7284.9,7201,"796.13M",1.08,"AUS","Oceania","Australia",762458,78229,52475,2321,19,11.714,29566.139,3033.517,2034.844,90.002,0.737,0.454,2.04,275,10.664,2904,112.61,NA,NA,NA,NA,56326737,248366,2184.204,9.631,231888,8.992,0.2263,4.4,"tests performed",43558448,20503096,19857649,3197703,272293,139701,168.91,79.51,77,12.4,5417,8393,0.033,45.83,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"806",2022-01-05,7206.9,7243.9,7251.4,7198,"730.13M",-0.51,"AUS","Oceania","Australia",684229,75426,46129.571,2302,12,11.143,26532.621,2924.824,1788.785,89.266,0.465,0.432,2.11,258,10.005,2707,104.97,NA,NA,NA,NA,56078371,219727,2174.573,8.52,234554,9.095,0.1967,5.1,"tests performed",43286155,20488662,19832376,2965117,261562,123642,167.85,79.45,76.9,11.5,4795,8331,0.032,40.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"807",2022-01-04,7243.9,7217.3,7263.6,7181.7,"749.35M",0.37,"AUS","Oceania","Australia",608803,71495,38407.143,2290,20,11.429,23607.797,2772.39,1489.329,88.8,0.776,0.443,2.17,248,9.617,2524,97.874,NA,NA,NA,NA,55858644,212046,2166.053,8.223,246292,9.551,0.1559,6.4,"tests performed",43024593,20475452,19806589,2742552,211902,107501,166.84,79.4,76.8,10.63,4169,8234,0.032,40.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"808",2022-01-01,7217.3,7288.5,7294.4,7191.8,"629.39M",-0.98,"AUS","Oceania","Australia",462955,37459,23194.429,2257,4,9.571,17952.191,1452.563,899.42,87.521,0.155,0.371,2.2,194,7.523,1828,70.885,NA,NA,NA,NA,55239454,280490,2142.042,10.877,255031,9.889,0.0909,11,"tests performed",42580539,20444346,19755837,2380356,0,74348,165.12,79.28,76.61,9.23,2883,6752,0.026,40.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"809",2022-02-10,7288.5,7268.3,7336.6,7260.8,"886.64M",0.28,"AUS","Oceania","Australia",2854123,31250,25312,4479,57,58,110675.469,1211.794,981.534,173.684,2.21,2.249,0.76,258,10.005,3293,127.694,NA,NA,NA,NA,62063166,94636,2406.648,3.67,95942,3.72,0.2638,3.8,"tests performed",51948284,21880794,20339977,9727513,201007,185000,201.44,84.85,78.87,37.72,7174,16725,0.065,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"810",2022-02-09,7268.3,7186.7,7268.3,7183,"978.75M",1.14,"AUS","Oceania","Australia",2822873,11483,25444.714,4422,49,62.143,109463.675,445.281,986.68,171.474,1.9,2.41,0.72,267,10.354,3414,132.386,NA,NA,NA,NA,61968530,113891,2402.978,4.416,98164,3.807,0.2592,3.9,"tests performed",51747277,21865954,20326872,9554451,213814,192391,200.66,84.79,78.82,37.05,7460,18216,0.071,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"811",2022-02-08,7186.7,7110.8,7203,7110.8,"771.03M",1.07,"AUS","Oceania","Australia",2811390,31510,27265.429,4373,71,66.857,109018.394,1221.876,1057.282,169.574,2.753,2.593,0.73,274,10.625,3588,139.133,NA,NA,NA,NA,61854639,86132,2398.562,3.34,100515,3.898,0.2713,3.7,"tests performed",51533463,21849002,20313139,9371322,219558,200160,199.83,84.72,78.77,36.34,7762,19535,0.076,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"812",2022-02-07,7110.8,7120.2,7128.3,7046.5,"617.94M",-0.13,"AUS","Oceania","Australia",2779880,27373,28499.143,4302,54,66.714,107796.518,1061.454,1105.123,166.82,2.094,2.587,0.73,271,10.509,3801,147.393,NA,NA,NA,NA,61768507,82525,2395.222,3.2,101431,3.933,0.281,3.6,"tests performed",51313905,21831166,20300210,9182529,215669,206802,198.98,84.66,78.72,35.61,8019,21092,0.082,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"813",2022-02-04,7120.2,7078,7120.2,7045.9,"833.72M",0.6,"AUS","Oceania","Australia",2704275,27336,NA,4154,81,74.571,104864.753,1060.019,NA,161.081,3.141,2.892,0.7,302,11.711,4256,165.037,NA,NA,NA,NA,61491811,100240,2384.493,3.887,112733,4.371,NA,NA,"tests performed",50900072,21787774,20273781,8838517,246785,222311,197.38,84.49,78.62,34.27,8621,27256,0.106,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"814",2022-02-03,7078,7087.7,7095.1,7045.8,"628.83M",-0.14,"AUS","Oceania","Australia",2676939,32179,NA,4073,86,85.143,103804.734,1247.818,NA,157.94,3.335,3.302,0.7,313,12.137,4448,172.482,NA,NA,NA,NA,61391571,110188,2380.605,4.273,113093,4.385,NA,NA,"tests performed",50653287,21763718,20258283,8631286,252746,230830,196.42,84.39,78.56,33.47,8951,31465,0.122,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"815",2022-02-02,7087.7,7006,7107.2,7006,"643.55M",1.17,"AUS","Oceania","Australia",2644760,24228,NA,3987,82,85.286,102556.916,939.499,NA,154.605,3.18,3.307,0.7,341,13.223,4594,178.143,NA,NA,NA,NA,61281383,130347,2376.333,5.055,117417,4.553,NA,NA,"tests performed",50400541,21738444,20243421,8418676,268201,238061,195.44,84.3,78.5,32.65,9231,35429,0.137,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"816",2022-02-01,7006,6971.6,7043.6,6945.7,"685.79M",0.49,"AUS","Oceania","Australia",2620532,40146,NA,3905,70,86.571,101617.417,1556.757,NA,151.426,2.714,3.357,0.73,348,13.495,4664,180.858,NA,NA,NA,NA,61151036,92547,2371.278,3.589,121878,4.726,NA,NA,"tests performed",50132340,21712260,20228401,8191679,266050,211486,194.4,84.19,78.44,31.77,8201,34206,0.133,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"817",2022-03-01,6971.6,6988.1,7004.4,6932.7,"759.09M",-0.24,"AUS","Oceania","Australia",3256772,21755,22503.286,5269,59,34.857,126289.15,843.602,872.619,204.318,2.288,1.352,1.09,121,4.692,1904,73.832,NA,NA,NA,NA,63593367,69785,2465.985,2.706,81203,3.149,0.2771,3.6,"tests performed",54155508,22063566,20490408,11601534,90001,94007,210,85.56,79.46,44.99,3645,8487,0.033,51.39,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"818",2022-02-08,6988.1,6838.3,7000,6837.9,"2.09B",2.19,"AUS","Oceania","Australia",2811390,31510,27265.429,4373,71,66.857,109018.394,1221.876,1057.282,169.574,2.753,2.593,0.73,274,10.625,3588,139.133,NA,NA,NA,NA,61854639,86132,2398.562,3.34,100515,3.898,0.2713,3.7,"tests performed",51533463,21849002,20313139,9371322,219558,200160,199.83,84.72,78.77,36.34,7762,19535,0.076,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"819",2022-02-07,6838.3,6961.6,7042.8,6758.2,"1.18B",-1.77,"AUS","Oceania","Australia",2779880,27373,28499.143,4302,54,66.714,107796.518,1061.454,1105.123,166.82,2.094,2.587,0.73,271,10.509,3801,147.393,NA,NA,NA,NA,61768507,82525,2395.222,3.2,101431,3.933,0.281,3.6,"tests performed",51313905,21831166,20300210,9182529,215669,206802,198.98,84.66,78.72,35.61,8019,21092,0.082,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"820",2022-02-05,6961.6,7139.5,7139.5,6920.7,"1.10B",-2.49,"AUS","Oceania","Australia",2727260,22985,NA,4200,46,68.857,105756.051,891.299,NA,162.865,1.784,2.67,0.71,284,11.013,4147,160.81,NA,NA,NA,NA,61597812,106001,2388.603,4.11,108245,4.197,NA,NA,"tests performed",51027861,21803823,20282518,8941520,127789,215889,197.87,84.55,78.65,34.67,8372,24950,0.097,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
"821",2022-02-04,7139.5,7173.7,7173.7,7086.8,"760.46M",-0.51,"AUS","Oceania","Australia",2704275,27336,NA,4154,81,74.571,104864.753,1060.019,NA,161.081,3.141,2.892,0.7,302,11.711,4256,165.037,NA,NA,NA,NA,61491811,100240,2384.493,3.887,112733,4.371,NA,NA,"tests performed",50900072,21787774,20273781,8838517,246785,222311,197.38,84.49,78.62,34.27,8621,27256,0.106,55.56,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA,NA,NA,NA,"3rd year (ongoing)"
